"USER_ID","Predictions"
683,"Democrat"
685,"Democrat"
694,"Republican"
699,"Democrat"
701,"Republican"
702,"Democrat"
704,"Republican"
713,"Democrat"
720,"Democrat"
725,"Republican"
726,"Democrat"
727,"Democrat"
732,"Democrat"
733,"Republican"
734,"Republican"
741,"Republican"
747,"Republican"
750,"Democrat"
752,"Democrat"
753,"Democrat"
760,"Democrat"
774,"Republican"
782,"Republican"
803,"Republican"
807,"Republican"
813,"Democrat"
838,"Democrat"
839,"Democrat"
844,"Democrat"
846,"Republican"
847,"Republican"
863,"Republican"
864,"Democrat"
866,"Democrat"
870,"Democrat"
873,"Democrat"
878,"Democrat"
883,"Republican"
885,"Democrat"
886,"Democrat"
897,"Democrat"
902,"Republican"
907,"Republican"
912,"Democrat"
914,"Democrat"
918,"Democrat"
924,"Democrat"
932,"Republican"
947,"Democrat"
948,"Democrat"
951,"Democrat"
958,"Democrat"
963,"Democrat"
965,"Republican"
969,"Democrat"
973,"Republican"
975,"Democrat"
983,"Republican"
1002,"Republican"
1015,"Republican"
1019,"Democrat"
1020,"Republican"
1029,"Democrat"
1030,"Republican"
1032,"Democrat"
1037,"Democrat"
1048,"Republican"
1050,"Republican"
1053,"Democrat"
1056,"Democrat"
1057,"Democrat"
1062,"Republican"
1067,"Democrat"
1071,"Democrat"
1073,"Republican"
1076,"Democrat"
1079,"Republican"
1081,"Democrat"
1083,"Democrat"
1084,"Democrat"
1085,"Democrat"
1087,"Democrat"
1092,"Republican"
1114,"Republican"
1117,"Republican"
1124,"Democrat"
1129,"Republican"
1133,"Democrat"
1148,"Republican"
1151,"Republican"
1154,"Republican"
1157,"Democrat"
1158,"Democrat"
1162,"Republican"
1166,"Republican"
1167,"Democrat"
1171,"Republican"
1177,"Republican"
1179,"Republican"
1191,"Democrat"
1199,"Republican"
1200,"Democrat"
1206,"Republican"
1208,"Democrat"
1209,"Democrat"
1215,"Democrat"
1218,"Democrat"
1219,"Democrat"
1221,"Democrat"
1222,"Republican"
1234,"Democrat"
1246,"Republican"
1256,"Republican"
1259,"Democrat"
1262,"Democrat"
1266,"Republican"
1284,"Republican"
1288,"Republican"
1298,"Republican"
1301,"Democrat"
1312,"Democrat"
1315,"Democrat"
1316,"Democrat"
1322,"Republican"
1328,"Republican"
1334,"Republican"
1342,"Democrat"
1344,"Democrat"
1362,"Democrat"
1364,"Republican"
1367,"Republican"
1371,"Democrat"
1374,"Democrat"
1381,"Democrat"
1383,"Democrat"
1402,"Democrat"
1409,"Republican"
1416,"Democrat"
1421,"Republican"
1427,"Republican"
1429,"Democrat"
1431,"Republican"
1440,"Republican"
1442,"Democrat"
1446,"Republican"
1451,"Republican"
1452,"Democrat"
1464,"Democrat"
1472,"Republican"
1473,"Republican"
1474,"Republican"
1484,"Democrat"
1490,"Republican"
1497,"Republican"
1499,"Republican"
1503,"Democrat"
1511,"Democrat"
1516,"Democrat"
1521,"Republican"
1522,"Democrat"
1523,"Democrat"
1529,"Democrat"
1536,"Republican"
1540,"Republican"
1545,"Democrat"
1548,"Democrat"
1552,"Democrat"
1557,"Democrat"
1558,"Democrat"
1559,"Republican"
1565,"Democrat"
1576,"Republican"
1581,"Democrat"
1592,"Democrat"
1594,"Democrat"
1600,"Democrat"
1604,"Democrat"
1613,"Republican"
1615,"Republican"
1617,"Republican"
1619,"Democrat"
1620,"Republican"
1624,"Democrat"
1629,"Democrat"
1630,"Democrat"
1637,"Republican"
1643,"Republican"
1645,"Democrat"
1649,"Republican"
1654,"Republican"
1668,"Democrat"
1680,"Democrat"
1681,"Democrat"
1683,"Democrat"
1684,"Democrat"
1688,"Democrat"
1689,"Democrat"
1691,"Democrat"
1692,"Democrat"
1693,"Democrat"
1696,"Democrat"
1702,"Democrat"
1706,"Democrat"
1708,"Republican"
1719,"Democrat"
1723,"Democrat"
1731,"Republican"
1734,"Democrat"
1736,"Democrat"
1748,"Democrat"
1750,"Republican"
1751,"Republican"
1757,"Democrat"
1763,"Republican"
1766,"Republican"
1767,"Democrat"
1776,"Republican"
1782,"Republican"
1790,"Democrat"
1812,"Democrat"
1816,"Republican"
1819,"Republican"
1824,"Democrat"
1831,"Republican"
1841,"Republican"
1857,"Democrat"
1858,"Democrat"
1860,"Democrat"
1873,"Democrat"
1876,"Democrat"
1878,"Democrat"
1882,"Democrat"
1884,"Democrat"
1890,"Republican"
1905,"Democrat"
1906,"Democrat"
1913,"Republican"
1918,"Democrat"
1921,"Democrat"
1925,"Republican"
1936,"Democrat"
1940,"Republican"
1941,"Democrat"
1947,"Democrat"
1948,"Republican"
1959,"Republican"
1963,"Democrat"
1966,"Republican"
1968,"Republican"
1975,"Democrat"
1978,"Democrat"
1982,"Democrat"
1995,"Republican"
1999,"Democrat"
2002,"Republican"
2014,"Republican"
2028,"Democrat"
2031,"Democrat"
2034,"Democrat"
2036,"Republican"
2037,"Democrat"
2040,"Republican"
2041,"Republican"
2042,"Republican"
2043,"Republican"
2056,"Republican"
2058,"Democrat"
2064,"Democrat"
2069,"Republican"
2080,"Republican"
2083,"Democrat"
2087,"Republican"
2093,"Democrat"
2100,"Democrat"
2109,"Democrat"
2113,"Republican"
2116,"Democrat"
2120,"Democrat"
2124,"Democrat"
2127,"Democrat"
2133,"Republican"
2135,"Democrat"
2137,"Democrat"
2141,"Democrat"
2149,"Democrat"
2160,"Democrat"
2162,"Democrat"
2163,"Republican"
2165,"Democrat"
2166,"Republican"
2178,"Democrat"
2180,"Democrat"
2185,"Republican"
2187,"Democrat"
2197,"Democrat"
2206,"Republican"
2216,"Democrat"
2220,"Democrat"
2224,"Republican"
2234,"Democrat"
2235,"Republican"
2241,"Republican"
2248,"Republican"
2259,"Republican"
2262,"Democrat"
2274,"Democrat"
2275,"Democrat"
2298,"Democrat"
2304,"Democrat"
2307,"Republican"
2309,"Republican"
2312,"Democrat"
2324,"Democrat"
2335,"Republican"
2336,"Republican"
2338,"Democrat"
2348,"Republican"
2350,"Democrat"
2353,"Democrat"
2356,"Democrat"
2362,"Democrat"
2374,"Democrat"
2377,"Democrat"
2378,"Democrat"
2379,"Republican"
2386,"Democrat"
2390,"Democrat"
2398,"Republican"
2402,"Republican"
2405,"Democrat"
2406,"Republican"
2409,"Democrat"
2410,"Democrat"
2413,"Democrat"
2416,"Republican"
2419,"Democrat"
2427,"Democrat"
2430,"Democrat"
2434,"Democrat"
2435,"Republican"
2452,"Republican"
2454,"Democrat"
2456,"Democrat"
2458,"Republican"
2462,"Republican"
2470,"Democrat"
2472,"Democrat"
2473,"Democrat"
2487,"Republican"
2488,"Republican"
2493,"Republican"
2496,"Democrat"
2499,"Republican"
2500,"Republican"
2501,"Democrat"
2502,"Democrat"
2504,"Democrat"
2505,"Republican"
2510,"Republican"
2514,"Democrat"
2519,"Democrat"
2531,"Republican"
2535,"Republican"
2537,"Republican"
2539,"Republican"
2540,"Democrat"
2547,"Democrat"
2548,"Democrat"
2551,"Democrat"
2552,"Republican"
2555,"Democrat"
2564,"Democrat"
2568,"Republican"
2569,"Democrat"
2572,"Democrat"
2584,"Democrat"
2585,"Republican"
2596,"Democrat"
2599,"Democrat"
2600,"Democrat"
2602,"Democrat"
2607,"Republican"
2616,"Democrat"
2617,"Democrat"
2628,"Democrat"
2630,"Republican"
2633,"Republican"
2636,"Democrat"
2642,"Democrat"
2648,"Republican"
2651,"Democrat"
2653,"Democrat"
2656,"Democrat"
2669,"Democrat"
2679,"Democrat"
2681,"Democrat"
2682,"Republican"
2683,"Republican"
2684,"Democrat"
2685,"Democrat"
2695,"Republican"
2701,"Republican"
2702,"Democrat"
2709,"Republican"
2713,"Democrat"
2715,"Democrat"
2728,"Republican"
2733,"Republican"
2738,"Republican"
2746,"Republican"
2748,"Democrat"
2752,"Democrat"
2753,"Republican"
2758,"Democrat"
2772,"Republican"
2800,"Democrat"
2801,"Democrat"
2802,"Republican"
2805,"Republican"
2814,"Democrat"
2816,"Democrat"
2827,"Republican"
2831,"Democrat"
2832,"Republican"
2845,"Democrat"
2849,"Republican"
2856,"Democrat"
2861,"Democrat"
2862,"Democrat"
2869,"Republican"
2880,"Republican"
2881,"Republican"
2884,"Democrat"
2887,"Republican"
2895,"Republican"
2897,"Democrat"
2898,"Democrat"
2903,"Democrat"
2904,"Democrat"
2906,"Republican"
2911,"Republican"
2913,"Democrat"
2916,"Democrat"
2922,"Democrat"
2930,"Democrat"
2933,"Republican"
2938,"Republican"
2944,"Republican"
2945,"Republican"
2948,"Democrat"
2950,"Democrat"
2958,"Democrat"
2965,"Democrat"
2966,"Democrat"
2970,"Republican"
2973,"Republican"
2978,"Democrat"
2981,"Republican"
2982,"Democrat"
2983,"Republican"
2985,"Democrat"
2989,"Democrat"
2990,"Democrat"
3003,"Republican"
3020,"Democrat"
3022,"Democrat"
3035,"Democrat"
3039,"Democrat"
3042,"Republican"
3045,"Democrat"
3049,"Republican"
3058,"Democrat"
3061,"Democrat"
3064,"Republican"
3073,"Democrat"
3074,"Republican"
3077,"Republican"
3091,"Democrat"
3096,"Republican"
3100,"Democrat"
3101,"Republican"
3107,"Republican"
3124,"Democrat"
3129,"Democrat"
3138,"Republican"
3139,"Democrat"
3161,"Democrat"
3164,"Democrat"
3166,"Democrat"
3170,"Democrat"
3172,"Republican"
3174,"Democrat"
3183,"Democrat"
3192,"Democrat"
3197,"Democrat"
3201,"Democrat"
3202,"Republican"
3214,"Republican"
3223,"Democrat"
3227,"Democrat"
3230,"Democrat"
3237,"Democrat"
3245,"Democrat"
3248,"Democrat"
3249,"Republican"
3253,"Democrat"
3254,"Republican"
3267,"Republican"
3271,"Democrat"
3277,"Republican"
3292,"Republican"
3293,"Democrat"
3298,"Democrat"
3302,"Democrat"
3304,"Republican"
3310,"Democrat"
3311,"Republican"
3313,"Republican"
3317,"Democrat"
3322,"Democrat"
3326,"Democrat"
3334,"Democrat"
3335,"Republican"
3343,"Democrat"
3347,"Democrat"
3353,"Republican"
3357,"Democrat"
3359,"Republican"
3368,"Democrat"
3369,"Democrat"
3372,"Democrat"
3376,"Republican"
3382,"Republican"
3392,"Republican"
3394,"Democrat"
3395,"Democrat"
3412,"Republican"
3416,"Democrat"
3424,"Democrat"
3428,"Republican"
3446,"Democrat"
3451,"Democrat"
3454,"Democrat"
3455,"Republican"
3465,"Democrat"
3466,"Republican"
3480,"Democrat"
3484,"Democrat"
3486,"Republican"
3490,"Republican"
3492,"Democrat"
3496,"Democrat"
3497,"Republican"
3505,"Democrat"
3511,"Democrat"
3513,"Democrat"
3515,"Democrat"
3516,"Democrat"
3517,"Republican"
3519,"Democrat"
3520,"Democrat"
3521,"Republican"
3535,"Democrat"
3537,"Republican"
3543,"Democrat"
3550,"Democrat"
3552,"Republican"
3554,"Democrat"
3560,"Republican"
3563,"Democrat"
3572,"Democrat"
3574,"Democrat"
3580,"Republican"
3583,"Republican"
3586,"Democrat"
3588,"Democrat"
3590,"Republican"
3598,"Democrat"
3607,"Republican"
3613,"Republican"
3623,"Republican"
3631,"Democrat"
3639,"Democrat"
3654,"Republican"
3656,"Democrat"
3663,"Democrat"
3673,"Democrat"
3681,"Democrat"
3683,"Republican"
3687,"Democrat"
3688,"Republican"
3690,"Democrat"
3691,"Republican"
3693,"Democrat"
3703,"Republican"
3710,"Republican"
3713,"Republican"
3718,"Democrat"
3719,"Democrat"
3720,"Democrat"
3727,"Democrat"
3728,"Democrat"
3734,"Democrat"
3742,"Republican"
3749,"Republican"
3753,"Republican"
3760,"Democrat"
3762,"Democrat"
3768,"Democrat"
3770,"Republican"
3781,"Republican"
3783,"Democrat"
3789,"Democrat"
3790,"Republican"
3791,"Democrat"
3800,"Republican"
3801,"Democrat"
3808,"Republican"
3810,"Republican"
3817,"Democrat"
3819,"Democrat"
3827,"Republican"
3829,"Democrat"
3833,"Democrat"
3836,"Republican"
3842,"Democrat"
3843,"Democrat"
3845,"Republican"
3848,"Republican"
3853,"Democrat"
3856,"Democrat"
3857,"Democrat"
3870,"Democrat"
3877,"Democrat"
3886,"Democrat"
3891,"Republican"
3896,"Democrat"
3899,"Democrat"
3900,"Democrat"
3910,"Republican"
3911,"Democrat"
3913,"Democrat"
3914,"Democrat"
3915,"Democrat"
3923,"Republican"
3927,"Republican"
3930,"Democrat"
3932,"Democrat"
3933,"Democrat"
3937,"Democrat"
3938,"Democrat"
3960,"Democrat"
3962,"Democrat"
3964,"Democrat"
3968,"Democrat"
3971,"Republican"
3975,"Democrat"
4013,"Republican"
4015,"Republican"
4034,"Republican"
4040,"Democrat"
4057,"Republican"
4058,"Democrat"
4060,"Democrat"
4062,"Democrat"
4064,"Democrat"
4065,"Democrat"
4069,"Republican"
4077,"Democrat"
4079,"Republican"
4085,"Republican"
4086,"Republican"
4094,"Republican"
4095,"Democrat"
4096,"Democrat"
4100,"Republican"
4107,"Republican"
4116,"Republican"
4118,"Democrat"
4120,"Republican"
4123,"Republican"
4125,"Republican"
4130,"Democrat"
4136,"Democrat"
4137,"Democrat"
4145,"Republican"
4164,"Democrat"
4173,"Democrat"
4175,"Republican"
4184,"Republican"
4189,"Republican"
4202,"Republican"
4204,"Democrat"
4205,"Democrat"
4207,"Democrat"
4209,"Democrat"
4216,"Republican"
4219,"Republican"
4226,"Democrat"
4230,"Republican"
4231,"Republican"
4235,"Democrat"
4243,"Republican"
4246,"Republican"
4249,"Republican"
4255,"Democrat"
4261,"Democrat"
4262,"Republican"
4274,"Democrat"
4275,"Democrat"
4277,"Republican"
4279,"Democrat"
4288,"Democrat"
4293,"Republican"
4302,"Republican"
4307,"Democrat"
4309,"Republican"
4316,"Democrat"
4317,"Republican"
4326,"Democrat"
4329,"Democrat"
4331,"Republican"
4332,"Democrat"
4338,"Democrat"
4346,"Republican"
4351,"Democrat"
4359,"Republican"
4362,"Democrat"
4366,"Democrat"
4368,"Republican"
4375,"Democrat"
4377,"Democrat"
4387,"Republican"
4388,"Democrat"
4395,"Republican"
4398,"Democrat"
4401,"Democrat"
4405,"Democrat"
4410,"Democrat"
4413,"Republican"
4417,"Republican"
4425,"Democrat"
4428,"Democrat"
4435,"Democrat"
4436,"Democrat"
4441,"Democrat"
4444,"Democrat"
4454,"Democrat"
4463,"Democrat"
4471,"Democrat"
4475,"Democrat"
4481,"Democrat"
4486,"Republican"
4490,"Republican"
4493,"Democrat"
4494,"Democrat"
4500,"Republican"
4503,"Republican"
4518,"Democrat"
4522,"Democrat"
4527,"Democrat"
4532,"Republican"
4535,"Democrat"
4541,"Democrat"
4549,"Republican"
4551,"Democrat"
4557,"Republican"
4559,"Republican"
4562,"Democrat"
4564,"Democrat"
4566,"Democrat"
4567,"Democrat"
4568,"Democrat"
4577,"Democrat"
4580,"Republican"
4586,"Republican"
4587,"Democrat"
4596,"Democrat"
4597,"Democrat"
4611,"Republican"
4625,"Democrat"
4629,"Democrat"
4634,"Republican"
4640,"Democrat"
4644,"Democrat"
4646,"Democrat"
4651,"Democrat"
4655,"Republican"
4657,"Democrat"
4663,"Democrat"
4666,"Democrat"
4669,"Democrat"
4672,"Republican"
4676,"Democrat"
4681,"Democrat"
4683,"Democrat"
4720,"Republican"
4724,"Democrat"
4725,"Democrat"
4729,"Democrat"
4738,"Republican"
4739,"Democrat"
4740,"Democrat"
4743,"Republican"
4745,"Democrat"
4746,"Democrat"
4751,"Republican"
4763,"Republican"
4766,"Democrat"
4770,"Republican"
4771,"Republican"
4778,"Republican"
4786,"Democrat"
4788,"Democrat"
4793,"Republican"
4810,"Democrat"
4811,"Democrat"
4814,"Democrat"
4820,"Republican"
4821,"Republican"
4823,"Democrat"
4829,"Democrat"
4830,"Republican"
4834,"Republican"
4854,"Republican"
4860,"Democrat"
4868,"Democrat"
4873,"Democrat"
4875,"Republican"
4877,"Democrat"
4879,"Republican"
4882,"Democrat"
4888,"Democrat"
4891,"Democrat"
4893,"Republican"
4899,"Republican"
4902,"Republican"
4905,"Democrat"
4906,"Democrat"
4917,"Republican"
4920,"Republican"
4923,"Democrat"
4935,"Democrat"
4938,"Democrat"
4939,"Republican"
4950,"Democrat"
4960,"Republican"
4961,"Democrat"
4963,"Democrat"
4967,"Democrat"
4971,"Republican"
4980,"Democrat"
4991,"Democrat"
4993,"Republican"
4995,"Democrat"
5000,"Democrat"
5002,"Republican"
5003,"Democrat"
5008,"Democrat"
5011,"Democrat"
5021,"Republican"
5023,"Republican"
5030,"Republican"
5031,"Republican"
5038,"Democrat"
5047,"Democrat"
5052,"Democrat"
5058,"Republican"
5059,"Democrat"
5060,"Republican"
5062,"Republican"
5067,"Democrat"
5072,"Democrat"
5079,"Democrat"
5080,"Republican"
5081,"Republican"
5084,"Republican"
5087,"Democrat"
5093,"Democrat"
5097,"Democrat"
5098,"Democrat"
5104,"Democrat"
5109,"Democrat"
5122,"Democrat"
5130,"Democrat"
5131,"Democrat"
5134,"Republican"
5143,"Democrat"
5155,"Republican"
5156,"Republican"
5157,"Democrat"
5169,"Democrat"
5175,"Democrat"
5176,"Democrat"
5177,"Republican"
5179,"Democrat"
5181,"Democrat"
5183,"Republican"
5191,"Democrat"
5200,"Republican"
5204,"Democrat"
5209,"Democrat"
5215,"Democrat"
5217,"Democrat"
5225,"Democrat"
5227,"Democrat"
5246,"Democrat"
5254,"Democrat"
5255,"Republican"
5256,"Democrat"
5262,"Democrat"
5263,"Republican"
5266,"Republican"
5269,"Republican"
5270,"Democrat"
5276,"Democrat"
5301,"Republican"
5306,"Republican"
5312,"Republican"
5313,"Republican"
5322,"Democrat"
5331,"Democrat"
5332,"Democrat"
5333,"Democrat"
5335,"Democrat"
5339,"Republican"
5342,"Republican"
5343,"Democrat"
5347,"Republican"
5349,"Democrat"
5352,"Democrat"
5353,"Republican"
5355,"Democrat"
5360,"Republican"
5368,"Republican"
5369,"Democrat"
5372,"Democrat"
5375,"Republican"
5380,"Democrat"
5386,"Republican"
5389,"Democrat"
5391,"Democrat"
5392,"Democrat"
5405,"Republican"
5412,"Democrat"
5422,"Republican"
5424,"Democrat"
5427,"Republican"
5430,"Democrat"
5434,"Democrat"
5438,"Democrat"
5439,"Democrat"
5442,"Democrat"
5447,"Democrat"
5454,"Republican"
5473,"Republican"
5475,"Democrat"
5479,"Republican"
5481,"Republican"
5488,"Democrat"
5514,"Democrat"
5515,"Republican"
5518,"Democrat"
5532,"Democrat"
5533,"Democrat"
5534,"Republican"
5542,"Democrat"
5547,"Democrat"
5550,"Democrat"
5558,"Republican"
5559,"Republican"
5560,"Democrat"
5571,"Republican"
5573,"Democrat"
5574,"Republican"
5576,"Democrat"
5577,"Republican"
5581,"Republican"
5585,"Democrat"
5589,"Democrat"
5592,"Democrat"
5599,"Republican"
5607,"Democrat"
5608,"Republican"
5617,"Democrat"
5622,"Democrat"
5625,"Democrat"
5626,"Democrat"
5636,"Democrat"
5643,"Republican"
5645,"Democrat"
5648,"Republican"
5649,"Republican"
5661,"Democrat"
5662,"Republican"
5674,"Democrat"
5679,"Democrat"
5687,"Republican"
5689,"Democrat"
5690,"Democrat"
5699,"Republican"
5707,"Republican"
5712,"Democrat"
5713,"Republican"
5717,"Democrat"
5725,"Democrat"
5731,"Democrat"
5732,"Democrat"
5743,"Republican"
5745,"Democrat"
5747,"Democrat"
5748,"Democrat"
5750,"Democrat"
5751,"Democrat"
5768,"Democrat"
5773,"Republican"
5779,"Republican"
5781,"Democrat"
5790,"Democrat"
5791,"Republican"
5798,"Democrat"
5803,"Republican"
5806,"Democrat"
5807,"Republican"
5808,"Democrat"
5810,"Democrat"
5824,"Democrat"
5834,"Democrat"
5843,"Republican"
5844,"Democrat"
5847,"Democrat"
5852,"Republican"
5861,"Democrat"
5866,"Democrat"
5868,"Democrat"
5877,"Democrat"
5880,"Republican"
5883,"Republican"
5884,"Republican"
5903,"Republican"
5911,"Republican"
5912,"Democrat"
5917,"Democrat"
5924,"Republican"
5933,"Republican"
5934,"Democrat"
5941,"Democrat"
5948,"Democrat"
5955,"Democrat"
5958,"Republican"
5960,"Republican"
5963,"Republican"
5965,"Democrat"
5970,"Democrat"
5972,"Republican"
5974,"Republican"
5976,"Republican"
5980,"Republican"
5983,"Democrat"
5986,"Democrat"
5990,"Democrat"
6000,"Republican"
6006,"Republican"
6016,"Republican"
6018,"Republican"
6020,"Democrat"
6023,"Democrat"
6024,"Republican"
6026,"Democrat"
6028,"Democrat"
6033,"Republican"
6035,"Republican"
6041,"Republican"
6054,"Democrat"
6057,"Democrat"
6059,"Democrat"
6060,"Democrat"
6064,"Democrat"
6067,"Democrat"
6071,"Democrat"
6074,"Democrat"
6075,"Democrat"
6077,"Democrat"
6087,"Republican"
6094,"Republican"
6104,"Democrat"
6106,"Republican"
6113,"Democrat"
6115,"Democrat"
6116,"Democrat"
6120,"Republican"
6127,"Republican"
6143,"Republican"
6150,"Democrat"
6155,"Democrat"
6163,"Democrat"
6167,"Republican"
6169,"Republican"
6173,"Democrat"
6174,"Democrat"
6185,"Republican"
6188,"Democrat"
6191,"Democrat"
6192,"Republican"
6195,"Republican"
6201,"Democrat"
6208,"Democrat"
6213,"Democrat"
6215,"Republican"
6222,"Democrat"
6228,"Republican"
6231,"Democrat"
6233,"Democrat"
6235,"Democrat"
6244,"Democrat"
6251,"Republican"
6259,"Democrat"
6262,"Democrat"
6263,"Democrat"
6268,"Democrat"
6272,"Republican"
6278,"Republican"
6285,"Democrat"
6287,"Republican"
6291,"Democrat"
6300,"Democrat"
6302,"Republican"
6305,"Republican"
6316,"Democrat"
6337,"Democrat"
6344,"Democrat"
6346,"Republican"
6348,"Democrat"
6356,"Democrat"
6360,"Republican"
6369,"Democrat"
6375,"Democrat"
6383,"Democrat"
6389,"Republican"
6393,"Democrat"
6396,"Democrat"
6404,"Republican"
6408,"Democrat"
6410,"Democrat"
6416,"Republican"
6425,"Democrat"
6428,"Democrat"
6431,"Republican"
6436,"Republican"
6439,"Democrat"
6442,"Democrat"
6447,"Democrat"
6449,"Democrat"
6457,"Democrat"
6468,"Democrat"
6470,"Republican"
6474,"Republican"
6480,"Democrat"
6482,"Democrat"
6487,"Democrat"
6489,"Republican"
6490,"Republican"
6521,"Democrat"
6529,"Republican"
6534,"Republican"
6540,"Democrat"
6550,"Democrat"
6553,"Republican"
6554,"Democrat"
6559,"Democrat"
6565,"Democrat"
6576,"Democrat"
6577,"Democrat"
6578,"Republican"
6582,"Democrat"
6583,"Democrat"
6585,"Democrat"
6586,"Democrat"
6589,"Democrat"
6595,"Democrat"
6602,"Democrat"
6606,"Democrat"
6609,"Democrat"
6618,"Republican"
6623,"Republican"
6631,"Democrat"
6633,"Republican"
6634,"Democrat"
6639,"Democrat"
6640,"Republican"
6645,"Democrat"
6648,"Democrat"
6652,"Democrat"
6655,"Republican"
6662,"Democrat"
6666,"Democrat"
6667,"Democrat"
6671,"Democrat"
6677,"Democrat"
6680,"Republican"
6682,"Democrat"
6686,"Democrat"
6687,"Democrat"
6692,"Republican"
6695,"Republican"
6700,"Democrat"
6701,"Democrat"
6705,"Democrat"
6709,"Democrat"
6723,"Democrat"
6724,"Democrat"
6728,"Republican"
6732,"Democrat"
6757,"Democrat"
6760,"Democrat"
6778,"Democrat"
6781,"Democrat"
6785,"Republican"
6790,"Republican"
6791,"Democrat"
6795,"Democrat"
6796,"Democrat"
6799,"Republican"
6807,"Republican"
6811,"Republican"
6813,"Republican"
6814,"Republican"
6816,"Republican"
6817,"Democrat"
6825,"Democrat"
6830,"Republican"
6837,"Democrat"
6843,"Republican"
6844,"Democrat"
6845,"Democrat"
6848,"Republican"
6852,"Democrat"
6859,"Democrat"
6860,"Democrat"
6864,"Republican"
6865,"Democrat"
6867,"Republican"
6870,"Democrat"
6871,"Democrat"
6876,"Democrat"
6879,"Republican"
6887,"Republican"
6892,"Republican"
6895,"Democrat"
6898,"Republican"
6904,"Democrat"
6914,"Democrat"
6919,"Democrat"
6921,"Democrat"
6922,"Democrat"
6928,"Democrat"
6930,"Democrat"
6941,"Republican"
6946,"Republican"
6947,"Republican"
